IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
120210591,ROBBERY,ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON,Wednesday,03/14/2012 07:00 AM +0000,13:58,TENDERLOIN,JUVENILE BOOKED,100 Block of POWELL ST,-122.407961367467,37.7858093555881,"37.7858093555881, -122.407961367467"
120210591,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,03/14/2012 07:00 AM +0000,13:58,TENDERLOIN,JUVENILE BOOKED,100 Block of POWELL ST,-122.407961367467,37.7858093555881,"37.7858093555881, -122.407961367467"
120210591,OTHER OFFENSES,CONSPIRACY,Wednesday,03/14/2012 07:00 AM +0000,13:58,TENDERLOIN,JUVENILE BOOKED,100 Block of POWELL ST,-122.407961367467,37.7858093555881,"37.7858093555881, -122.407961367467"
120210795,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,03/14/2012 07:00 AM +0000,09:25,MISSION,NONE,200 Block of COLLINGWOOD ST,-122.435722643482,37.7581690471172,"37.7581690471172, -122.435722643482"
120210808,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,03/14/2012 07:00 AM +0000,15:00,MISSION,"ARREST, BOOKED",400 Block of POTRERO AV,-122.407378224927,37.7644709654297,"37.7644709654297, -122.407378224927"
120210808,TRESPASS,TRESPASSING,Wednesday,03/14/2012 07:00 AM +0000,15:00,MISSION,"ARREST, BOOKED",400 Block of POTRERO AV,-122.407378224927,37.7644709654297,"37.7644709654297, -122.407378224927"
120210842,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,03/07/2012 08:00 AM +0000,02:48,NORTHERN,NONE,0 Block of CHURCH ST,-122.429181208452,37.7703389802742,"37.7703389802742, -122.429181208452"
120210870,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,03/14/2012 07:00 AM +0000,15:00,TARAVAL,NONE,MARTIN LUTHER KING JR DR / LINCOLN WY,-122.509399613079,37.764029830097,"37.764029830097, -122.509399613079"
120210983,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,03/14/2012 07:00 AM +0000,15:47,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414965642852,37.779817117174,"37.779817117174, -122.414965642852"
120210983,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,03/14/2012 07:00 AM +0000,15:47,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414965642852,37.779817117174,"37.779817117174, -122.414965642852"
120210983,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,03/14/2012 07:00 AM +0000,15:47,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414965642852,37.779817117174,"37.779817117174, -122.414965642852"
120211038,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,03/14/2012 07:00 AM +0000,16:24,MISSION,"ARREST, CITED",4200 Block of 18TH ST,-122.436128303756,37.7607884882528,"37.7607884882528, -122.436128303756"
120211072,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,03/14/2012 07:00 AM +0000,16:50,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021,"37.7818621883021, -122.413869632554"
120211072,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,03/14/2012 07:00 AM +0000,16:50,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021,"37.7818621883021, -122.413869632554"
120211072,OTHER OFFENSES,RESISTING ARREST,Wednesday,03/14/2012 07:00 AM +0000,16:50,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021,"37.7818621883021, -122.413869632554"
120211094,DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,03/14/2012 07:00 AM +0000,16:59,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.41387593268,37.7828501690163,"37.7828501690163, -122.41387593268"
120211094,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,03/14/2012 07:00 AM +0000,16:59,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.41387593268,37.7828501690163,"37.7828501690163, -122.41387593268"
120211094,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,03/14/2012 07:00 AM +0000,16:59,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.41387593268,37.7828501690163,"37.7828501690163, -122.41387593268"
120211107,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,03/14/2012 07:00 AM +0000,17:06,SOUTHERN,PSYCHOPATHIC CASE,0 Block of DORE ST,-122.412996750977,37.7738519785709,"37.7738519785709, -122.412996750977"
120211141,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,03/14/2012 07:00 AM +0000,17:30,SOUTHERN,"ARREST, CITED",BRANNAN ST / 5TH ST,-122.398758596964,37.776568769743,"37.776568769743, -122.398758596964"
120211191,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,03/14/2012 07:00 AM +0000,17:34,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,-122.415127837608,37.7797870676495,"37.7797870676495, -122.415127837608"
120211276,ASSAULT,BATTERY,Wednesday,03/14/2012 07:00 AM +0000,17:35,NORTHERN,"ARREST, CITED",FRANCISCO ST / OCTAVIA ST,-122.429857973875,37.8025824847124,"37.8025824847124, -122.429857973875"
120211298,NON-CRIMINAL,LOST PROPERTY,Wednesday,03/14/2012 07:00 AM +0000,17:04,NORTHERN,NONE,POST ST / BUCHANAN ST,-122.429792899837,37.7855609320033,"37.7855609320033, -122.429792899837"
120211301,WARRANTS,ENROUTE TO U.S. MARSHALL,Wednesday,03/14/2012 07:00 AM +0000,17:33,BAYVIEW,"ARREST, BOOKED",0 Block of DOUBLEROCK ST,-122.387448513852,37.7203075959865,"37.7203075959865, -122.387448513852"
120211345,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,03/14/2012 07:00 AM +0000,16:43,MISSION,PSYCHOPATHIC CASE,3000 Block of 16TH ST,-122.420569919058,37.765031053988,"37.765031053988, -122.420569919058"
120211367,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,03/14/2012 07:00 AM +0000,08:15,NORTHERN,NONE,600 Block of FELL ST,-122.428920305166,37.7750552835423,"37.7750552835423, -122.428920305166"
120211373,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,03/14/2012 07:00 AM +0000,11:00,BAYVIEW,NONE,1100 Block of QUESADA AV,-122.382059356328,37.7280546842793,"37.7280546842793, -122.382059356328"
120211420,NON-CRIMINAL,AIDED CASE,Wednesday,03/14/2012 07:00 AM +0000,18:00,BAYVIEW,NONE,700 Block of SAN BRUNO AV,-122.405086436816,37.7602342838487,"37.7602342838487, -122.405086436816"
120211442,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Wednesday,03/14/2012 07:00 AM +0000,16:47,SOUTHERN,"ARREST, BOOKED",6TH ST / TEHAMA ST,-122.406629602508,37.7793149979773,"37.7793149979773, -122.406629602508"
120211442,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Wednesday,03/14/2012 07:00 AM +0000,16:47,SOUTHERN,"ARREST, BOOKED",6TH ST / TEHAMA ST,-122.406629602508,37.7793149979773,"37.7793149979773, -122.406629602508"
120211442,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,03/14/2012 07:00 AM +0000,16:47,SOUTHERN,"ARREST, BOOKED",6TH ST / TEHAMA ST,-122.406629602508,37.7793149979773,"37.7793149979773, -122.406629602508"
120211458,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,03/14/2012 07:00 AM +0000,18:57,MISSION,"ARREST, BOOKED",500 Block of VALENCIA ST,-122.421727154619,37.7636780645046,"37.7636780645046, -122.421727154619"
120211464,ASSAULT,THREATS AGAINST LIFE,Tuesday,03/13/2012 07:00 AM +0000,15:00,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.370740926948,37.8170463264224,"37.8170463264224, -122.370740926948"
120211486,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,03/13/2012 07:00 AM +0000,21:00,CENTRAL,NONE,1000 Block of BUSH ST,-122.414302204284,37.7894221184762,"37.7894221184762, -122.414302204284"
120211533,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,03/14/2012 07:00 AM +0000,18:21,TARAVAL,"ARREST, BOOKED",LINCOLN WY / 20TH AV,-122.478325183799,37.7653988057984,"37.7653988057984, -122.478325183799"
120211533,WARRANTS,WARRANT ARREST,Wednesday,03/14/2012 07:00 AM +0000,18:21,TARAVAL,"ARREST, BOOKED",LINCOLN WY / 20TH AV,-122.478325183799,37.7653988057984,"37.7653988057984, -122.478325183799"
120211549,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,03/14/2012 07:00 AM +0000,15:53,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407036790381,37.78475328357,"37.78475328357, -122.407036790381"
120211549,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,03/14/2012 07:00 AM +0000,15:53,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407036790381,37.78475328357,"37.78475328357, -122.407036790381"
120211652,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,03/14/2012 07:00 AM +0000,20:42,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411550531507,37.7812886524467,"37.7812886524467, -122.411550531507"
120211652,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,03/14/2012 07:00 AM +0000,20:42,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411550531507,37.7812886524467,"37.7812886524467, -122.411550531507"
120211680,NON-CRIMINAL,LOST PROPERTY,Wednesday,03/14/2012 07:00 AM +0000,10:35,SOUTHERN,NONE,200 Block of FOLSOM ST,-122.391904885216,37.789383756758,"37.789383756758, -122.391904885216"
120211709,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,03/14/2012 07:00 AM +0000,17:30,BAYVIEW,NONE,100 Block of KISKA RD,-122.375037153272,37.7298453882229,"37.7298453882229, -122.375037153272"
120211743,ASSAULT,THREATENING PHONE CALL(S),Wednesday,03/14/2012 07:00 AM +0000,19:35,NORTHERN,NONE,1000 Block of TURK ST,-122.425729426304,37.7812715587588,"37.7812715587588, -122.425729426304"
120211765,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,03/14/2012 07:00 AM +0000,22:08,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"37.7827931071006, -122.414056291891"
120211765,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,03/14/2012 07:00 AM +0000,22:08,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"37.7827931071006, -122.414056291891"
120211765,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Wednesday,03/14/2012 07:00 AM +0000,22:08,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"37.7827931071006, -122.414056291891"
120211771,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,03/14/2012 07:00 AM +0000,21:48,MISSION,PSYCHOPATHIC CASE,2300 Block of MARKET ST,-122.434500618371,37.7631205588589,"37.7631205588589, -122.434500618371"
120211787,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A KNIFE,Wednesday,03/14/2012 07:00 AM +0000,21:58,INGLESIDE,NONE,MISSION ST / OTTAWA AV,-122.443706099225,37.7135932324761,"37.7135932324761, -122.443706099225"
120212490,MISSING PERSON,FOUND PERSON,Thursday,03/15/2012 07:00 AM +0000,09:00,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.411453263837,37.7763916862416,"37.7763916862416, -122.411453263837"
120211787,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,03/14/2012 07:00 AM +0000,21:58,INGLESIDE,NONE,MISSION ST / OTTAWA AV,-122.443706099225,37.7135932324761,"37.7135932324761, -122.443706099225"
120211793,WARRANTS,ENROUTE TO PAROLE OFFICER,Wednesday,03/14/2012 07:00 AM +0000,21:25,MISSION,"ARREST, BOOKED",600 Block of VALENCIA ST,-122.421737705281,37.7629080944622,"37.7629080944622, -122.421737705281"
120211806,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,03/14/2012 07:00 AM +0000,22:10,NORTHERN,NONE,200 Block of MALLORCA WY,-122.43910455733,37.8033908212817,"37.8033908212817, -122.43910455733"
120211840,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,03/14/2012 07:00 AM +0000,21:24,MISSION,NONE,100 Block of CAPP ST,-122.418601780502,37.7636325572274,"37.7636325572274, -122.418601780502"
120211840,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Wednesday,03/14/2012 07:00 AM +0000,21:24,MISSION,NONE,100 Block of CAPP ST,-122.418601780502,37.7636325572274,"37.7636325572274, -122.418601780502"
120211840,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,03/14/2012 07:00 AM +0000,21:24,MISSION,NONE,100 Block of CAPP ST,-122.418601780502,37.7636325572274,"37.7636325572274, -122.418601780502"
120211878,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,03/14/2012 07:00 AM +0000,15:00,TARAVAL,NONE,1200 Block of 48TH AV,-122.48249892908,37.7641747939486,"37.7641747939486, -122.48249892908"
120211903,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,03/14/2012 07:00 AM +0000,22:45,MISSION,"ARREST, BOOKED",900 Block of FLORIDA ST,-122.41062843941,37.7571466475535,"37.7571466475535, -122.41062843941"
120211903,ASSAULT,BATTERY,Wednesday,03/14/2012 07:00 AM +0000,22:45,MISSION,"ARREST, BOOKED",900 Block of FLORIDA ST,-122.41062843941,37.7571466475535,"37.7571466475535, -122.41062843941"
120211903,ASSAULT,THREATS AGAINST LIFE,Wednesday,03/14/2012 07:00 AM +0000,22:45,MISSION,"ARREST, BOOKED",900 Block of FLORIDA ST,-122.41062843941,37.7571466475535,"37.7571466475535, -122.41062843941"
120211925,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,03/12/2012 07:00 AM +0000,16:00,TARAVAL,NONE,600 Block of HEAD ST,-122.464316265638,37.7193019087276,"37.7193019087276, -122.464316265638"
120211953,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,03/14/2012 07:00 AM +0000,19:30,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.430908286149,37.7828933039182,"37.7828933039182, -122.430908286149"
120211953,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,03/14/2012 07:00 AM +0000,19:30,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.430908286149,37.7828933039182,"37.7828933039182, -122.430908286149"
120211969,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Thursday,03/15/2012 07:00 AM +0000,00:01,SOUTHERN,NONE,600 Block of KING ST,-122.401607803378,37.7705483156126,"37.7705483156126, -122.401607803378"
120211975,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Thursday,03/15/2012 07:00 AM +0000,00:20,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.432914603494,37.7843533426568,"37.7843533426568, -122.432914603494"
120211997,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Thursday,03/15/2012 07:00 AM +0000,00:25,MISSION,NONE,2900 Block of 20TH ST,-122.410807455121,37.7527276823166,"37.7527276823166, -122.410807455121"
120212020,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,03/14/2012 07:00 AM +0000,23:00,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.41061998075,37.776956482763,"37.776956482763, -122.41061998075"
120212036,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,03/14/2012 07:00 AM +0000,18:30,SOUTHERN,NONE,0 Block of HAWTHORNE ST,-122.39818040598,37.7850026251656,"37.7850026251656, -122.39818040598"
120212064,ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,03/15/2012 07:00 AM +0000,01:40,NORTHERN,NONE,LAGUNA ST / FULTON ST,-122.426642472038,37.7783276318163,"37.7783276318163, -122.426642472038"
120212070,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,03/15/2012 07:00 AM +0000,01:15,CENTRAL,NONE,1000 Block of BROADWAY ST,-122.414674857953,37.7968333862273,"37.7968333862273, -122.414674857953"
120212161,ARSON,ARSON OF AN INHABITED DWELLING,Thursday,03/15/2012 07:00 AM +0000,03:30,BAYVIEW,NONE,1600 Block of MCKINNON AV,-122.389262135816,37.7358371938951,"37.7358371938951, -122.389262135816"
120212161,NON-CRIMINAL,AIDED CASE,Thursday,03/15/2012 07:00 AM +0000,03:30,BAYVIEW,NONE,1600 Block of MCKINNON AV,-122.389262135816,37.7358371938951,"37.7358371938951, -122.389262135816"
120212183,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/15/2012 07:00 AM +0000,03:23,TARAVAL,PSYCHOPATHIC CASE,1200 Block of 19TH AV,-122.47726495959,37.76541967714,"37.76541967714, -122.47726495959"
120212280,ASSAULT,BATTERY,Thursday,03/15/2012 07:00 AM +0000,07:50,TENDERLOIN,"ARREST, CITED",400 Block of TURK ST,-122.416202768026,37.7825546252816,"37.7825546252816, -122.416202768026"
120212321,TRESPASS,TRESPASSING,Thursday,03/15/2012 07:00 AM +0000,08:20,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400628855762,37.7851986640572,"37.7851986640572, -122.400628855762"
120212321,WARRANTS,WARRANT ARREST,Thursday,03/15/2012 07:00 AM +0000,08:20,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400628855762,37.7851986640572,"37.7851986640572, -122.400628855762"
120212337,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,03/15/2012 07:00 AM +0000,08:15,SOUTHERN,"ARREST, CITED",DIVISION ST / 9TH ST,-122.405942290896,37.7696597423213,"37.7696597423213, -122.405942290896"
120212359,ASSAULT,BATTERY,Thursday,03/15/2012 07:00 AM +0000,08:00,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.370740926948,37.8170463264224,"37.8170463264224, -122.370740926948"
120212387,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,03/15/2012 07:00 AM +0000,08:30,NORTHERN,"ARREST, BOOKED",WILLOW ST / POLK ST,-122.419274801449,37.7835680535207,"37.7835680535207, -122.419274801449"
120212387,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,03/15/2012 07:00 AM +0000,08:30,NORTHERN,"ARREST, BOOKED",WILLOW ST / POLK ST,-122.419274801449,37.7835680535207,"37.7835680535207, -122.419274801449"
120212387,OTHER OFFENSES,RESISTING ARREST,Thursday,03/15/2012 07:00 AM +0000,08:30,NORTHERN,"ARREST, BOOKED",WILLOW ST / POLK ST,-122.419274801449,37.7835680535207,"37.7835680535207, -122.419274801449"
120212503,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,03/15/2012 07:00 AM +0000,08:50,BAYVIEW,NONE,2100 Block of 24TH ST,-122.400651352193,37.753374856045,"37.753374856045, -122.400651352193"
120212547,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,03/14/2012 07:00 AM +0000,18:00,CENTRAL,UNFOUNDED,500 Block of BUSH ST,-122.406803642636,37.790521105852,"37.790521105852, -122.406803642636"
120212581,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY",Friday,03/09/2012 08:00 AM +0000,12:00,CENTRAL,NONE,100 Block of BROADWAY ST,-122.399900016663,37.7987600795127,"37.7987600795127, -122.399900016663"
120212616,NON-CRIMINAL,FOUND PROPERTY,Thursday,03/15/2012 07:00 AM +0000,10:15,BAYVIEW,NONE,1000 Block of OAKDALE AV,-122.380726014226,37.7291497677723,"37.7291497677723, -122.380726014226"
120212622,NON-CRIMINAL,AIDED CASE,Thursday,03/15/2012 07:00 AM +0000,10:13,TENDERLOIN,NONE,400 Block of TURK ST,-122.416220723736,37.7824845311603,"37.7824845311603, -122.416220723736"
120212638,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/15/2012 07:00 AM +0000,09:20,CENTRAL,PSYCHOPATHIC CASE,700 Block of POST ST,-122.414686415517,37.787526885001,"37.787526885001, -122.414686415517"
120212666,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,03/15/2012 07:00 AM +0000,05:00,BAYVIEW,NONE,0 Block of BERTHA LN,-122.380510288569,37.7328649326553,"37.7328649326553, -122.380510288569"
120212672,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,03/13/2012 07:00 AM +0000,10:00,BAYVIEW,NONE,1200 Block of LASALLE AV,-122.383685269453,37.7325092794787,"37.7325092794787, -122.383685269453"
120212707,NON-CRIMINAL,FOUND PROPERTY,Thursday,03/15/2012 07:00 AM +0000,10:00,SOUTHERN,NONE,0 Block of GRACE ST,-122.414633686589,37.7750814399634,"37.7750814399634, -122.414633686589"
120212729,NON-CRIMINAL,LOST PROPERTY,Saturday,03/10/2012 08:00 AM +0000,10:00,NORTHERN,NONE,800 Block of TURK ST,-122.422847258025,37.7816428366561,"37.7816428366561, -122.422847258025"
120212804,NON-CRIMINAL,FOUND PROPERTY,Wednesday,03/14/2012 07:00 AM +0000,12:30,INGLESIDE,NONE,600 Block of GENEVA AV,-122.444332713497,37.7192865794445,"37.7192865794445, -122.444332713497"
120212860,OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,03/15/2012 07:00 AM +0000,06:40,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"37.7752316978114, -122.403742962696"
120212860,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,03/15/2012 07:00 AM +0000,06:40,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"37.7752316978114, -122.403742962696"
120212876,ASSAULT,THREATS AGAINST LIFE,Thursday,03/15/2012 07:00 AM +0000,10:00,CENTRAL,"ARREST, BOOKED",600 Block of CLAY ST,-122.403830363297,37.7946114069903,"37.7946114069903, -122.403830363297"
120212898,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,03/14/2012 07:00 AM +0000,11:00,PARK,NONE,300 Block of CARL ST,-122.455896784281,37.7651530496516,"37.7651530496516, -122.455896784281"
120213078,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,03/15/2012 07:00 AM +0000,10:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"37.7752316978114, -122.403742962696"
120213216,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Thursday,03/15/2012 07:00 AM +0000,13:34,SOUTHERN,NONE,900 Block of MISSION ST,-122.407396221851,37.7820563161416,"37.7820563161416, -122.407396221851"
120213238,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,03/15/2012 07:00 AM +0000,13:55,CENTRAL,NONE,800 Block of JONES ST,-122.413589259251,37.788606086632,"37.788606086632, -122.413589259251"
120213272,NON-CRIMINAL,FOUND PROPERTY,Wednesday,03/07/2012 08:00 AM +0000,00:01,SOUTHERN,NONE,200 Block of FOLSOM ST,-122.391904885216,37.789383756758,"37.789383756758, -122.391904885216"
120214098,ROBBERY,ATTEMPTED ROBBERY CHAIN STORE WITH BODILY FORCE,Thursday,03/15/2012 07:00 AM +0000,18:00,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407689460033,37.7847562787638,"37.7847562787638, -122.407689460033"
120214098,ASSAULT,BATTERY,Thursday,03/15/2012 07:00 AM +0000,18:00,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407689460033,37.7847562787638,"37.7847562787638, -122.407689460033"
120214098,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Thursday,03/15/2012 07:00 AM +0000,18:00,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407689460033,37.7847562787638,"37.7847562787638, -122.407689460033"
120214117,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/15/2012 07:00 AM +0000,18:40,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / HYDE ST,-122.416261836834,37.7853750846376,"37.7853750846376, -122.416261836834"
120214117,WARRANTS,WARRANT ARREST,Thursday,03/15/2012 07:00 AM +0000,18:40,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / HYDE ST,-122.416261836834,37.7853750846376,"37.7853750846376, -122.416261836834"
120214123,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,03/15/2012 07:00 AM +0000,18:16,BAYVIEW,NONE,1100 Block of FITZGERALD AV,-122.389649228299,37.7201698529514,"37.7201698529514, -122.389649228299"
120214145,WARRANTS,WARRANT ARREST,Thursday,03/15/2012 07:00 AM +0000,18:48,PARK,"ARREST, BOOKED",1100 Block of MASONIC AV,-122.445292660677,37.7706298640199,"37.7706298640199, -122.445292660677"
120213432,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,03/15/2012 07:00 AM +0000,13:15,SOUTHERN,JUVENILE BOOKED,800 Block of MARKET ST,-122.406659517434,37.7850491022697,"37.7850491022697, -122.406659517434"
120213460,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Thursday,03/15/2012 07:00 AM +0000,15:24,BAYVIEW,NONE,100 Block of KISKA RD,-122.376553894267,37.7301598060659,"37.7301598060659, -122.376553894267"
120213686,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,03/15/2012 07:00 AM +0000,12:15,RICHMOND,NONE,600 Block of 40TH AV,-122.500606319196,37.7761847725656,"37.7761847725656, -122.500606319196"
120213755,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,03/15/2012 07:00 AM +0000,16:14,CENTRAL,NONE,300 Block of GRANT AV,-122.405661929033,37.7902206213686,"37.7902206213686, -122.405661929033"
120213818,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,03/15/2012 07:00 AM +0000,15:57,RICHMOND,NONE,2300 Block of GOLDEN GATE AV,-122.449480415459,37.777296673572,"37.777296673572, -122.449480415459"
120213874,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,03/15/2012 07:00 AM +0000,14:20,CENTRAL,NONE,STOCKTON ST / BROADWAY ST,-122.408622974321,37.7976265594608,"37.7976265594608, -122.408622974321"
120213915,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,03/15/2012 07:00 AM +0000,16:30,TENDERLOIN,PSYCHOPATHIC CASE,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013,"37.7832145190013, -122.410768766343"
